,Pub,Time
142,US-5503638-A,3
143,US-5507426-A,3
144,US-5807522-A,5
145,US-5653373-A,3
146,US-5608786-A,9
147,US-5706997-A,3
148,US-5768382-A,6
149,US-5765152-A,8
150,US-5573543-A,3
151,US-5536637-A,17
152,US-5776130-A,3
153,US-5762552-A,4
154,US-5553675-A,3
155,US-5894979-A,3
156,US-5505363-A,3
157,US-5754938-A,6
158,US-5551622-A,3
159,US-5618307-A,3
160,US-5445304-A,3
161,US-5470010-A,3
162,US-5501654-A,3
163,US-5651491-A,3
164,US-6004269-A,4
165,US-5592551-A,5
166,US-5693042-A,3
167,US-5816471-A,3
168,US-6131789-A,3
169,US-5732871-A,3
170,US-5658281-A,3
171,US-5609635-A,4
172,US-5607094-A,3
173,US-5699528-A,6
174,US-5456401-A,3
175,US-5586553-A,3
176,US-5589892-A,6
177,US-5560530-A,3
178,US-5827271-A,3
179,US-6241747-B1,4
180,US-5706998-A,3
181,US-5941442-A,3
182,US-5774643-A,4
183,US-5700270-A,3
184,US-5591170-A,3
185,US-5743262-A,3
186,US-5718360-A,3
187,US-5700637-A,5
188,US-5476206-A,3
189,US-5647869-A,3
190,US-5603443-A,3
191,US-5685474-A,3
192,US-5717923-A,8
193,US-5628890-A,4
194,US-5482036-A,4
195,US-5653721-A,3
196,US-5569234-A,4
197,US-5522817-A,3
198,US-5438302-A,3
199,US-5772905-A,8
200,US-5616876-A,4
201,US-5882774-A,5
202,US-5716981-A,8
203,US-5570315-A,9
204,US-5711861-A,3
205,US-5591187-A,3
206,US-5697542-A,3
207,US-5618294-A,3
208,US-5549584-A,4
209,US-5918213-A,7
210,US-5630541-A,3
211,US-5476479-A,3
212,US-5472132-A,3
213,US-5526822-A,4
214,US-6436097-B1,3
215,US-5549621-A,3
216,US-5715988-A,3
217,US-5807375-A,3
218,US-5774668-A,5
219,US-5670935-A,2
220,US-5470007-A,3
221,US-5667526-A,3
222,US-5665065-A,3
223,US-5626595-A,3
224,US-5664115-A,7
225,US-5680983-A,3
226,US-5514180-A,5
227,US-5571090-A,3
228,US-5854033-A,2
229,US-5732400-A,7
230,US-5594469-A,6
231,US-5997552-A,3
232,US-5660163-A,4
233,US-5924082-A,6
234,US-5609629-A,8
235,US-5615820-A,3
236,US-5590038-A,4
237,US-5607450-A,3
238,US-5452836-A,3
239,US-5634012-A,9
240,US-5667527-A,3
241,US-5580067-A,3
242,US-5421829-A,3
243,US-5830721-A,4
244,US-5562701-A,3
245,US-5605273-A,3
246,US-5439156-A,3
247,US-5474057-A,3
248,US-5772659-A,3
249,US-5522899-A,4
250,US-5809285-A,4
251,US-5509596-A,3
252,US-5811238-A,4
253,US-5613012-A,6
254,US-5571100-B1,3
255,US-5571100-A,3
256,US-5472442-A,3
257,US-5925517-A,5
258,US-5547117-A,3
259,US-5591767-A,3
260,US-5437681-A,3
261,US-5860975-A,3
262,US-5519134-A,3
263,US-5827298-A,3
264,US-5549679-A,5
265,US-5537314-A,4
266,US-5826241-A,7
267,US-5695502-A,3
268,US-5722891-A,7
269,US-5875108-A,6
270,US-5632272-A,4
271,US-5511564-A,3
272,US-5904693-A,3
